Rk,Season,Team,W,Completions,PassAttempts,PassYD,PassTD,Int,RushYD,RushTD,PointsAgainst,XPA,XPM,FGA,FGM,SafetiesByTeam
1108,1995,GNB,11,372,593,4322,39,15,1428,9,314,48,48,28,20,0
1109,1994,GNB,9,375,609,3773,33,14,1543,11,287,43,41,26,19,0
1110,1993,GNB,9,322,528,3131,19,24,1619,14,282,35,35,37,31,1
1111,1992,GNB,9,340,527,3230,20,15,1555,7,296,30,30,29,22,0
1112,1991,GNB,4,272,514,2943,17,19,1389,12,313,31,31,24,18,1
1113,1990,GNB,6,302,541,3306,20,21,1369,5,347,29,28,30,23,0
1114,1989,GNB,10,354,600,4048,27,20,1732,13,356,42,42,28,22,1
1115,1988,GNB,4,319,582,3285,13,24,1379,14,315,29,23,25,13,2
1116,1987,GNB,5,234,455,2681,15,17,1801,13,300,26,24,29,21,0
1117,1986,GNB,4,305,565,3447,18,27,1614,8,418,29,29,27,17,0
1118,1985,GNB,8,267,513,3163,21,27,2208,16,355,40,38,26,19,1
1119,1984,GNB,8,281,506,3430,30,30,2019,18,309,49,48,21,12,0
1120,1983,GNB,8,311,526,4365,33,32,1807,15,439,52,52,26,21,1
1121,1982,GNB,5,143,267,1829,12,15,1081,12,169,27,25,18,13,0
1122,1981,GNB,8,286,514,3189,24,24,1670,11,361,37,36,24,22,0
1123,1980,GNB,5,289,511,3291,15,29,1806,13,371,28,24,20,11,0
1124,1979,GNB,5,240,444,2681,15,22,1861,14,316,30,24,20,12,0
1125,1978,GNB,8,180,357,2084,11,18,2023,16,269,30,30,19,11,0
1126,1977,GNB,4,164,327,1748,6,21,1464,5,219,14,11,21,13,0
1127,1976,GNB,5,164,357,1730,10,22,1722,15,299,27,24,19,10,1
1128,1975,GNB,4,212,394,2072,11,22,1547,14,285,27,22,17,12,3
1129,1974,GNB,6,187,385,2036,5,21,1571,10,206,19,19,39,25,1
1130,1973,GNB,5,119,255,1283,7,17,1973,10,259,20,19,35,21,0
1131,1972,GNB,10,101,237,1412,7,9,2127,17,226,29,29,48,33,1
1132,1971,GNB,4,121,254,1685,12,24,2229,18,298,33,32,26,14,1
1133,1970,GNB,6,177,351,1814,11,24,1595,8,293,21,19,28,15,0
1134,1969,GNB,8,182,319,2376,20,17,1692,11,221,35,35,22,6,0
1135,1968,GNB,6,188,318,2275,21,15,1749,12,227,35,32,29,13,0
1136,1967,GNB,9,182,331,2364,15,27,1915,18,209,39,39,29,19,1
1137,1966,GNB,12,193,318,2602,18,5,1673,18,163,43,41,28,12,0
1138,2023,DET,12,408,606,4401,30,12,2311,27,395,52,48,21,19,1
1139,2022,DET,9,383,588,4281,29,7,2179,23,427,49,47,30,24,1
1140,2021,DET,3,396,593,3598,23,14,1886,12,467,28,27,30,26,0
1141,2020,DET,5,374,582,4104,27,13,1499,17,519,41,38,28,21,1
1142,2019,DET,3,344,571,3900,28,15,1649,7,423,36,35,31,26,0
1143,2018,DET,6,375,574,3576,22,12,1660,11,360,30,30,32,28,0
1144,2017,DET,9,374,570,4183,29,11,1221,10,376,41,40,35,30,0
1145,2016,DET,9,388,594,4111,24,10,1310,9,358,33,31,36,31,2
1146,2015,DET,7,420,632,4212,33,14,1335,7,400,39,36,24,22,2
1147,2014,DET,11,365,604,4030,22,12,1422,11,282,32,32,38,25,1
1148,2013,DET,7,371,634,4482,29,19,1792,15,376,43,42,24,19,2
1149,2012,DET,4,445,740,4927,22,17,1613,17,437,38,38,36,32,1
1150,2011,DET,10,423,666,4814,41,16,1523,9,387,54,54,29,24,1
1151,2010,DET,6,383,633,3810,26,16,1613,11,369,36,35,30,25,1
1152,2009,DET,2,316,585,3168,16,32,1616,9,494,25,25,28,21,2
1153,2008,DET,0,281,509,2960,18,19,1332,10,517,26,25,22,21,1
1154,2007,DET,7,368,587,3878,19,22,1288,13,444,36,35,35,29,1
1155,2006,DET,3,372,596,3820,21,22,1129,9,398,30,30,33,29,1
1156,2005,DET,5,297,520,2848,15,18,1471,10,345,28,27,24,19,1
1157,2004,DET,6,285,505,2916,19,13,1777,7,350,28,28,28,24,1
1158,2003,DET,5,319,588,2924,17,24,1338,5,379,27,26,23,22,0
1159,2002,DET,3,277,577,2994,19,25,1477,9,451,31,31,28,23,0
1160,2001,DET,2,343,609,3596,18,24,1398,8,424,23,23,30,21,0
1161,2000,DET,9,277,503,2675,14,19,1747,15,307,29,29,30,24,0
1162,1999,DET,8,326,558,3686,22,14,1245,8,323,29,28,32,26,1
1163,1998,DET,5,274,489,3130,17,13,1955,12,378,29,27,33,29,0
1164,1997,DET,9,304,540,3334,19,17,2464,19,306,40,39,29,26,1
1165,1996,DET,5,309,541,3203,20,21,1810,15,368,36,36,17,12,0
1166,1995,DET,10,362,605,4360,33,12,1753,16,336,48,48,34,28,1
1167,1994,DET,9,250,459,2922,24,14,2080,12,342,40,39,27,18,1
1168,1993,DET,10,264,435,2714,15,19,1944,9,292,28,28,43,34,0
1169,1992,DET,5,231,406,2796,16,21,1644,9,332,30,30,26,21,0
1170,1991,DET,12,252,459,2858,16,17,1930,19,295,40,40,28,19,1
1171,1990,DET,6,242,460,3050,24,20,1927,19,413,46,46,26,17,0
1172,1989,DET,7,229,450,2939,11,24,2053,23,364,36,36,21,20,0
1173,1988,DET,4,213,477,2162,13,18,1243,7,313,23,22,21,20,0
1174,1987,DET,4,275,509,2956,16,26,1435,9,384,27,27,39,26,1
1175,1986,DET,5,286,500,2784,18,20,1771,13,326,32,31,25,18,0
1176,1985,DET,7,254,462,2938,19,21,1538,13,366,33,31,31,26,0
1177,1984,DET,4,298,531,3301,19,22,2017,13,408,31,31,27,20,0
1178,1983,DET,9,263,503,2955,19,23,2181,18,286,38,38,32,25,3
1179,1982,DET,4,136,285,1512,12,18,1022,5,176,19,19,17,16,0
1180,1981,DET,8,228,436,3138,18,23,2795,26,322,46,46,35,25,0
1181,1980,DET,9,248,423,2941,13,12,2599,21,272,36,35,42,27,1
1182,1979,DET,2,218,452,2336,14,27,1677,11,365,26,25,18,10,1
1183,1978,DET,7,247,429,2302,19,18,2163,12,300,33,32,28,20,0
1184,1977,DET,6,191,384,1518,7,16,1706,11,252,21,19,19,8,1
1185,1976,DET,6,201,356,2140,20,12,2213,9,220,31,28,24,14,0
1186,1975,DET,7,183,362,1917,15,12,2147,10,262,29,25,21,14,2
1187,1974,DET,7,216,377,2220,11,11,1433,13,270,26,23,32,23,1
1188,1973,DET,6,171,327,1913,12,19,2133,17,247,28,28,33,21,0
1189,1972,DET,8,155,305,2134,19,18,2021,20,290,40,39,29,20,0
1190,1971,DET,7,157,299,2201,17,14,2376,15,286,39,39,37,22,1
1191,1970,DET,10,167,294,1857,19,12,2127,16,202,41,41,29,20,0
1192,1969,DET,9,165,329,1600,12,18,1755,11,188,26,26,37,25,1
1193,1968,DET,4,204,377,2320,17,15,1702,6,241,26,24,29,9,0
1194,1967,DET,5,160,351,1631,14,19,1907,14,259,34,33,21,7,1
1195,1966,DET,4,239,456,2424,8,28,1429,13,317,23,23,30,15,0
1196,2023,DEN,8,337,513,3262,28,9,1810,8,413,31,29,34,30,1
1197,2022,DEN,5,345,571,3592,18,15,1935,11,359,27,25,36,28,1
1198,2021,DEN,7,354,541,3593,20,9,2025,16,322,34,33,31,26,0
1199,2020,DEN,5,317,556,3451,21,23,1918,13,446,30,25,35,28,0
1200,2019,DEN,7,312,504,3115,16,10,1662,11,316,26,25,34,29,0
1201,2018,DEN,6,367,588,3695,19,15,1907,18,349,35,35,25,20,0
1202,2017,DEN,5,332,566,3333,19,22,1852,8,382,27,27,32,24,0
1203,2016,DEN,9,339,570,3685,20,11,1484,11,297,33,32,34,29,0
1204,2015,DEN,12,368,606,3970,19,23,1718,13,296,36,35,35,30,1
1205,2014,DEN,12,399,607,4661,40,15,1785,15,354,56,56,29,24,1
1206,2013,DEN,13,461,675,5444,55,10,1873,16,399,75,75,26,25,0
1207,2012,DEN,13,402,588,4534,37,11,1832,12,289,55,55,32,26,2
1208,2011,DEN,8,217,429,2434,20,13,2632,11,390,30,30,25,19,0
1209,2010,DEN,4,334,580,4038,25,12,1544,13,471,39,38,25,22,0
1210,2009,DEN,8,341,558,3627,21,13,1836,9,324,32,32,35,30,0
1211,2008,DEN,8,386,620,4471,25,18,1862,15,448,40,39,34,25,0
1212,2007,DEN,7,326,515,3584,21,15,1957,10,409,33,33,31,27,1
1213,2006,DEN,9,256,454,2799,20,18,2152,12,305,34,34,29,27,0
1214,2005,DEN,13,279,465,3227,18,7,2539,25,258,44,43,32,24,1
1215,2004,DEN,10,303,521,3999,27,20,2333,13,304,42,42,34,29,0
1216,2003,DEN,10,280,479,2969,19,18,2629,20,301,41,41,32,28,1
1217,2002,DEN,9,359,554,3824,21,20,2266,21,344,43,42,36,26,1
1218,2001,DEN,8,312,511,2940,26,19,1877,7,339,31,31,36,31,0
1219,2000,DEN,11,354,569,4243,28,12,2311,21,369,53,53,34,26,1
1220,1999,DEN,6,319,554,3419,16,18,1864,13,318,29,29,36,29,2
1221,1998,DEN,14,290,491,3624,32,14,2468,26,309,59,58,27,23,0
1222,1997,DEN,12,287,513,3494,27,11,2378,18,287,50,50,39,28,0
1223,1996,DEN,13,327,536,3429,26,17,2362,20,275,46,46,28,21,0
1224,1995,DEN,8,350,594,4045,27,14,1995,14,345,39,39,38,31,0
1225,1994,DEN,7,388,626,4017,18,13,1470,19,396,29,29,37,30,0
1226,1993,DEN,9,350,553,3768,27,10,1693,13,284,42,41,35,26,1
1227,1992,DEN,8,258,473,2930,16,29,1500,11,329,28,28,25,20,0
1228,1991,DEN,12,246,459,2997,13,12,2015,16,235,32,31,36,27,0
1229,1990,DEN,5,305,527,3341,15,18,1872,19,374,36,34,34,25,3
1230,1989,DEN,11,256,474,3001,21,20,2092,15,226,40,39,33,27,1
1231,1988,DEN,8,324,581,3691,24,22,1815,13,352,37,36,36,23,0
1232,1987,DEN,10,285,530,3654,24,19,1970,18,288,44,44,29,21,1
1233,1986,DEN,11,306,549,3538,22,16,1678,17,327,45,44,28,20,2
1234,1985,DEN,11,329,617,3645,23,23,1851,20,329,44,41,38,23,0
1235,1984,DEN,13,263,475,2859,22,17,2076,12,241,41,38,28,21,0
1236,1983,DEN,9,254,499,3027,17,22,1784,15,327,34,33,25,21,1
1237,1982,DEN,2,181,311,1819,8,19,1018,6,226,16,15,13,11,2
1238,1981,DEN,10,289,485,3531,27,21,1895,12,289,37,36,30,17,0
1239,1980,DEN,8,262,467,2777,14,25,1865,16,323,33,32,34,26,1
1240,1979,DEN,10,260,476,3106,18,23,2036,13,262,34,32,21,13,1
1241,1978,DEN,10,217,391,2378,17,17,2451,15,198,35,31,22,11,1
1242,1977,DEN,12,163,313,1863,15,12,2043,16,148,34,31,19,13,0
1243,1976,DEN,9,168,353,2204,15,22,1932,14,206,39,36,21,15,0
1244,1975,DEN,6,210,427,2541,15,34,1993,9,307,26,23,28,21,0
1245,1974,DEN,7,184,329,2328,18,17,2157,20,294,38,35,21,11,0
1246,1973,DEN,7,196,378,2519,22,20,1954,16,296,40,40,33,22,1
1247,1972,DEN,5,201,384,2634,19,23,1838,17,350,37,37,29,20,0
1248,1971,DEN,4,175,358,2065,8,27,2093,9,275,18,18,38,25,1
1249,1970,DEN,5,183,403,2025,11,28,1802,17,264,28,27,32,18,2
1250,1969,DEN,5,192,403,2524,23,23,1637,12,344,37,36,29,13,0
1251,1968,DEN,5,179,427,2357,20,27,1614,11,404,31,31,23,10,1
1252,1967,DEN,3,150,374,1682,17,18,1265,10,409,30,28,28,12,2
1253,1966,DEN,4,166,402,1995,12,30,1173,6,381,20,20,25,14,0
1254,2023,DAL,12,428,614,4397,36,10,1920,14,315,52,49,38,36,1
1255,2022,DAL,12,355,556,3736,28,18,2298,24,342,53,50,32,29,0
1256,2021,DAL,12,444,647,4800,40,11,2119,15,358,53,47,35,29,0
1257,2020,DAL,6,413,639,4161,25,13,1788,14,473,36,33,41,34,0
1258,2019,DAL,8,388,597,4751,30,11,2153,18,321,46,46,40,30,0
1259,2018,DAL,10,356,527,3538,22,8,1963,13,324,33,32,36,29,0
1260,2017,DAL,9,309,493,3141,22,13,2170,18,332,39,36,29,22,0
1261,2016,DAL,13,325,483,3631,25,6,2396,24,306,46,46,32,27,0
1262,2015,DAL,4,334,528,3471,16,22,1890,8,374,25,25,32,30,1
1263,2014,DAL,12,328,476,3784,37,11,2354,16,352,56,56,29,25,0
1264,2013,DAL,8,375,586,3954,33,12,1504,12,432,47,47,30,28,0
1265,2012,DAL,8,434,658,4729,29,19,1265,8,400,37,37,31,29,0
1266,2011,DAL,8,376,570,4201,33,12,1807,5,347,39,39,37,32,0
1267,2010,DAL,6,379,576,4042,29,19,1786,10,436,44,42,32,24,0
1268,2009,DAL,11,347,550,4287,26,9,2103,14,250,41,41,31,20,0
1269,2008,DAL,9,328,547,3789,29,20,1723,12,365,42,42,22,20,1
1270,2007,DAL,13,342,531,4105,36,19,1746,14,325,53,53,31,26,0
1271,2006,DAL,9,310,506,3836,26,21,1936,21,350,49,49,28,20,0
1272,2005,DAL,9,300,500,3341,23,17,1861,13,308,36,35,28,20,0
1273,2004,DAL,6,308,519,3428,19,23,1769,14,405,31,31,26,20,1
1274,2003,DAL,10,294,510,3162,17,21,1999,11,260,31,30,29,23,2
1275,2002,DAL,5,252,471,2621,14,16,1754,7,329,25,25,19,12,0
1276,2001,DAL,5,210,413,2218,14,20,2184,8,338,24,24,33,22,0
1277,2000,DAL,5,255,445,2522,14,21,1953,15,361,27,27,33,25,1
1278,1999,DAL,8,295,507,3127,20,13,2051,16,276,41,41,31,19,1
1279,1998,DAL,10,279,474,3436,17,8,2014,21,275,40,40,35,29,1
1280,1997,DAL,6,314,553,3141,19,12,1637,6,314,24,24,38,34,0
1281,1996,DAL,10,307,487,3122,12,14,1641,14,250,25,24,36,32,0
1282,1995,DAL,12,322,494,3623,18,10,2201,29,291,48,46,28,27,0
1283,1994,DAL,12,282,448,3368,19,14,1953,26,248,48,48,29,22,0
1284,1993,DAL,12,317,475,3454,18,6,2161,20,229,41,40,37,30,0
1285,1992,DAL,13,314,491,3485,23,15,2121,20,243,48,47,35,24,1
1286,1991,DAL,11,305,500,3390,16,12,1711,15,310,37,37,39,27,1
1287,1990,DAL,7,254,475,2581,12,24,1500,13,308,26,26,25,18,1
1288,1989,DAL,1,266,513,2885,14,27,1409,7,393,25,24,20,10,0
1289,1988,DAL,3,307,555,3488,21,27,1995,10,381,32,32,25,13,1
1290,1987,DAL,7,288,500,3191,19,20,1865,17,348,37,37,29,25,0
1291,1986,DAL,7,319,547,3505,21,24,1969,21,337,43,43,21,15,0
1292,1985,DAL,10,344,587,3861,27,25,1741,11,333,43,42,28,19,0
1293,1984,DAL,9,322,604,3606,19,26,1714,12,308,34,33,29,23,1
1294,1983,DAL,12,346,554,3842,31,25,2117,21,360,59,57,27,22,1
1295,1982,DAL,6,160,258,1886,16,14,1313,10,145,28,28,14,10,0
1296,1981,DAL,12,241,439,3169,24,15,2711,15,277,40,40,35,27,3
1297,1980,DAL,12,265,449,3104,30,25,2378,26,311,60,59,17,11,1
1298,1979,DAL,11,287,503,3593,29,13,2375,15,313,44,40,29,19,2
1299,1978,DAL,12,251,449,3176,25,17,2783,22,208,47,46,26,16,1
1300,1977,DAL,12,215,372,2443,18,10,2369,21,212,41,39,29,18,0
1301,1976,DAL,11,222,390,2737,17,13,2147,16,194,34,34,23,18,2
1302,1975,DAL,10,207,376,2593,19,17,2432,17,268,40,38,35,22,0
1303,1974,DAL,8,206,385,2529,14,15,2454,22,235,38,37,21,10,1
1304,1973,DAL,10,192,321,2333,26,16,2418,17,203,46,45,30,19,2
1305,1972,DAL,10,196,367,2342,16,23,2124,17,240,36,36,36,21,2
1306,1971,DAL,11,206,361,2786,22,14,2249,25,222,50,50,33,18,1
1307,1970,DAL,10,149,297,2149,18,16,2300,16,221,35,35,27,18,0
1308,1969,DAL,11,189,355,2846,24,18,2276,17,223,44,43,36,20,1
1309,1968,DAL,12,217,399,3026,25,18,2091,22,186,54,54,29,17,1
1310,1967,DAL,9,210,417,2799,28,28,1900,13,268,44,41,23,9,2
1311,1966,DAL,10,214,413,3023,27,14,2122,24,239,56,56,31,17,1
1312,2023,CLE,11,355,624,3693,24,23,2017,15,362,33,30,37,34,0
1313,2022,CLE,7,335,540,3444,19,12,2490,19,381,37,35,32,24,0
1314,2021,CLE,8,320,520,3320,21,14,2471,20,371,39,37,22,16,0
1315,2020,CLE,11,315,501,3539,27,8,2374,21,419,48,43,24,19,2
1316,2019,CLE,6,318,539,3554,22,21,1901,15,393,35,30,29,25,0
1317,2018,CLE,7,353,574,4007,29,17,1893,15,392,34,28,25,19,1
1318,2017,CLE,0,312,574,3228,15,28,1714,11,410,26,25,20,15,0
1319,2016,CLE,1,338,567,3264,15,14,1712,13,452,25,23,27,21,0
1320,2015,CLE,3,371,609,3782,20,12,1529,5,432,24,22,32,28,0
1321,2014,CLE,7,274,502,3465,12,16,1728,17,337,30,30,32,25,1
1322,2013,CLE,4,379,681,4040,26,20,1383,4,406,33,33,26,21,0
1323,2012,CLE,5,328,566,3435,16,18,1593,12,368,29,29,31,29,0
1324,2011,CLE,4,320,570,3090,16,13,1531,4,307,20,20,29,24,0
1325,2010,CLE,5,296,478,2989,13,18,1646,13,332,28,28,28,23,0
1326,2009,CLE,5,219,443,2076,11,18,2087,10,375,23,22,25,23,1
1327,2008,CLE,4,238,488,2380,11,20,1605,6,350,18,18,36,30,0
1328,2007,CLE,10,305,545,3726,29,20,1895,13,382,43,42,30,26,1
1329,2006,CLE,4,318,512,2898,15,25,1335,7,356,25,25,29,21,0
1330,2005,CLE,6,297,497,3047,15,17,1503,4,301,21,19,29,27,0
1331,2004,CLE,4,251,439,2824,21,21,1657,6,390,28,28,29,24,0
1332,2003,CLE,5,313,509,2834,17,18,1670,8,322,24,23,28,23,0
1333,2002,CLE,9,338,552,3412,27,22,1615,10,320,35,34,28,22,0
1334,2001,CLE,7,279,466,2801,18,21,1351,8,319,30,29,25,22,1
1335,2000,CLE,3,278,483,2445,9,19,1085,7,419,17,17,17,14,0
1336,1999,CLE,2,271,492,2612,19,15,1150,9,437,24,23,12,8,0
1337,1995,CLE,5,324,555,3594,21,20,1482,5,356,26,26,33,29,0
1338,1994,CLE,11,266,507,3175,20,21,1657,12,204,32,32,28,26,0
1339,1993,CLE,7,262,478,3039,23,19,1701,8,307,36,36,22,16,2
1340,1992,CLE,7,238,398,2885,18,16,1607,7,275,30,29,29,21,0
1341,1991,CLE,6,312,503,3304,19,10,1360,12,298,34,33,22,16,1
1342,1990,CLE,3,301,573,3147,13,23,1220,10,462,27,24,20,14,0
1343,1989,CLE,9,309,529,3433,20,15,1609,14,254,40,40,24,16,0
1344,1988,CLE,10,313,537,3436,19,17,1575,10,288,33,32,29,24,1
1345,1987,CLE,10,291,482,3455,27,12,1745,16,239,46,45,31,21,0
1346,1986,CLE,12,315,538,3744,18,11,1650,20,310,44,43,33,26,0
1347,1985,CLE,8,222,414,2636,17,13,2285,16,294,35,35,18,14,0
1348,1984,CLE,5,273,495,3132,14,23,1696,10,297,25,25,35,25,0
1349,1983,CLE,9,324,567,3661,27,28,1922,13,342,40,38,25,22,0
1350,1982,CLE,4,174,334,1845,9,16,873,7,182,17,17,16,7,0
1351,1981,CLE,5,348,624,3986,21,27,1929,11,375,32,31,33,17,1
1352,1980,CLE,11,337,554,3915,30,14,1673,15,310,44,39,26,16,0
1353,1979,CLE,9,289,545,3491,28,27,2281,16,352,43,38,29,17,0
1354,1978,CLE,8,236,442,2859,22,21,2488,17,356,40,37,28,19,0
1355,1977,CLE,6,208,377,2175,19,31,2200,9,267,31,30,23,17,1
1356,1976,CLE,9,209,373,2247,21,15,2295,9,287,31,28,28,15,1
1357,1975,CLE,3,220,437,1957,7,23,1850,14,372,24,21,23,17,1
1358,1974,CLE,4,179,367,1727,12,24,1924,14,344,30,29,16,14,0
1359,1973,CLE,7,152,308,1373,10,20,1968,12,255,24,24,31,22,0
1360,1972,CLE,10,158,337,1916,13,19,1793,13,249,29,28,27,22,0
1361,1971,CLE,9,188,376,2299,14,27,1558,19,273,34,34,28,15,1
1362,1970,CLE,7,190,392,2582,17,24,1579,14,265,35,34,22,12,3
1363,1969,CLE,10,199,378,2640,24,21,1788,17,300,45,45,23,12,0
1364,1968,CLE,10,184,363,2858,27,16,2031,20,273,48,46,24,18,0
1365,1967,CLE,9,160,333,1942,22,18,2139,15,297,43,43,23,11,0
1366,1966,CLE,9,212,402,2905,33,15,2166,18,259,53,52,23,9,0
1367,2023,CIN,9,420,615,3895,27,14,1527,12,384,40,40,31,26,0
1368,2022,CIN,12,418,610,4240,35,12,1528,14,322,44,40,29,24,0
1369,2021,CIN,10,384,555,4403,36,14,1742,16,376,49,47,34,29,0
1370,2020,CIN,4,372,581,3448,19,11,1668,13,424,33,32,34,27,0
1371,2019,CIN,2,356,616,3652,18,16,1517,9,420,25,24,31,27,1
1372,2018,CIN,6,331,542,3290,27,13,1682,13,455,41,39,23,19,0
1373,2017,CIN,7,304,510,3122,25,12,1366,6,349,34,32,20,18,0
1374,2016,CIN,6,364,563,3942,18,8,1769,17,315,35,29,35,28,1
1375,2015,CIN,12,334,505,3923,31,9,1805,18,279,49,48,28,23,0
1376,2014,CIN,10,323,503,3421,20,17,2147,19,344,39,39,33,26,3
1377,2013,CIN,11,364,587,4136,33,20,1755,14,305,53,52,22,18,0
1378,2012,CIN,10,335,540,3578,28,16,1745,11,320,43,43,35,30,0
1379,2011,CIN,9,308,535,3340,21,14,1778,10,323,34,33,38,33,1
1380,2010,CIN,4,365,590,3767,26,20,1522,8,395,32,30,31,24,0
1381,2009,CIN,10,286,477,2890,21,13,2056,9,291,29,28,28,23,0
1382,2008,CIN,4,303,513,2406,11,15,1520,6,364,18,18,25,22,0
1383,2007,CIN,7,373,575,4012,26,20,1556,10,385,37,37,34,31,1
1384,2006,CIN,8,327,523,3833,28,13,1629,14,331,42,40,30,25,0
1385,2005,CIN,11,362,538,3820,32,14,1910,15,350,47,47,32,28,0
1386,2004,CIN,8,324,536,3301,23,22,1839,14,372,41,41,31,27,0
1387,2003,CIN,8,324,520,3342,26,15,1987,12,384,40,40,25,22,0
1388,2002,CIN,2,350,591,3476,17,22,1730,13,456,32,30,18,15,0
1389,2001,CIN,6,322,602,3088,12,26,1712,11,309,24,23,28,17,0
1390,2000,CIN,4,207,454,1946,6,14,2314,13,359,21,21,21,12,1
1391,1999,CIN,4,300,548,3226,18,18,2051,11,460,27,27,27,18,0
1392,1998,CIN,3,307,521,3185,20,12,1639,7,452,21,21,27,19,0
1393,1997,CIN,7,302,504,3316,21,9,1966,23,405,43,41,16,12,0
1394,1996,CIN,8,316,563,3432,25,16,1793,14,369,41,41,28,23,0
1395,1995,CIN,7,334,586,3753,29,18,1439,7,374,34,34,36,29,2
1396,1994,CIN,3,289,542,3236,21,19,1556,5,406,25,24,33,28,1
1397,1993,CIN,3,272,510,2541,11,11,1511,3,319,16,13,31,24,3
1398,1992,CIN,5,227,435,1943,16,17,1976,11,364,31,31,28,19,0
1399,1991,CIN,3,290,511,3158,14,22,1811,11,435,27,27,32,24,1
1400,1990,CIN,9,237,425,2943,25,23,2120,16,352,44,41,22,17,2
1401,1989,CIN,8,288,513,3618,32,13,2483,17,285,52,50,20,14,0
1402,1988,CIN,12,225,392,3347,28,14,2710,27,329,59,56,18,12,1
1403,1987,CIN,4,255,475,3213,17,20,2164,13,370,30,28,32,25,1
1404,1986,CIN,10,287,497,3957,25,20,2533,24,394,51,50,32,17,1
1405,1985,CIN,7,302,518,3717,31,13,2183,20,437,51,49,33,24,1
1406,1984,CIN,8,306,496,3301,17,22,2179,18,339,37,37,31,22,1
1407,1983,CIN,7,290,454,3183,14,18,2104,24,302,42,40,23,16,0
1408,1982,CIN,7,219,310,2339,12,9,949,13,177,27,26,18,14,1
1409,1981,CIN,12,332,550,3995,30,12,1973,19,304,51,49,32,22,0
1410,1980,CIN,6,281,510,2815,17,25,2069,9,312,28,27,29,15,2
1411,1979,CIN,4,228,426,2310,17,15,2329,23,421,42,40,23,13,0
1412,1978,CIN,4,250,470,2741,14,30,2131,10,284,29,26,30,16,2
1413,1977,CIN,8,192,385,2333,12,16,1861,10,235,26,25,27,19,0
1414,1976,CIN,10,187,360,2191,21,15,2109,15,210,42,39,27,14,1
1415,1975,CIN,11,255,433,3241,23,14,1819,20,246,45,40,21,10,0
1416,1974,CIN,7,224,353,2511,18,13,1978,14,259,35,32,18,11,1
1417,1973,CIN,10,180,332,2276,18,12,2236,13,231,32,31,31,21,0
1418,1972,CIN,8,219,384,2321,10,11,1996,16,229,31,30,40,27,1
1419,1971,CIN,4,214,365,2124,15,11,2142,14,265,32,32,36,20,0
1420,1970,CIN,8,172,339,1870,12,11,2057,16,255,33,33,37,25,0
1421,1969,CIN,4,163,308,2345,22,15,1523,10,367,33,32,24,16,1
1422,1968,CIN,3,167,313,1619,8,11,1807,14,329,24,24,27,13,1
1423,2023,CHI,7,321,513,3096,19,15,2399,16,379,33,31,38,35,0
1424,2022,CHI,3,223,377,2219,19,15,3014,18,463,32,27,27,25,0
1425,2021,CHI,6,332,542,3207,16,20,2018,14,407,28,27,30,26,1
1426,2020,CHI,8,402,614,3655,26,16,1647,12,370,37,36,32,30,1
1427,2019,CHI,8,371,580,3291,20,12,1458,8,298,29,27,28,23,1
1428,2018,CHI,12,344,512,3564,28,14,1938,16,283,45,42,30,23,1
1429,2017,CHI,5,291,473,2811,13,12,1788,13,320,28,26,22,16,1
1430,2016,CHI,3,347,559,3969,19,19,1735,10,399,32,31,23,18,1
1431,2015,CHI,6,334,523,3660,21,12,1854,13,397,29,28,39,33,0
1432,2014,CHI,5,396,609,3792,30,19,1441,8,442,35,33,16,12,0
1433,2013,CHI,8,373,579,4281,32,13,1828,13,478,46,45,29,26,0
1434,2012,CHI,10,287,485,2999,21,16,1970,11,277,40,40,33,27,0
1435,2011,CHI,8,268,473,3011,18,20,2015,10,341,37,37,32,28,1
1436,2010,CHI,11,276,466,3015,23,21,1616,10,286,35,35,30,25,0
1437,2009,CHI,7,340,563,3473,27,27,1492,6,375,33,33,28,24,1
1438,2008,CHI,9,304,528,3061,20,14,1673,15,350,41,41,29,26,1
1439,2007,CHI,7,327,569,3362,18,21,1330,8,348,33,33,36,31,1
1440,2006,CHI,13,282,514,3281,24,22,1918,14,255,47,47,36,32,1
1441,2005,CHI,11,219,418,2002,11,15,2099,11,202,27,26,31,22,0
1442,2004,CHI,5,249,471,2192,9,16,1624,10,331,22,22,24,15,3
1443,2003,CHI,7,271,515,2617,12,20,1763,13,346,27,27,36,26,0
1444,2002,CHI,4,310,543,3051,22,18,1344,8,379,29,29,28,22,0
1445,2001,CHI,13,315,528,2952,20,16,1742,12,203,34,34,31,26,1
1446,2000,CHI,5,304,542,2805,12,16,1736,6,355,21,21,27,21,0
1447,1999,CHI,6,404,684,4136,25,22,1387,4,341,28,27,34,19,0
1448,1998,CHI,4,284,494,3053,16,13,1713,9,368,28,27,26,21,2
1449,1997,CHI,4,336,595,3244,14,22,1746,14,421,20,20,26,21,1
1450,1996,CHI,7,318,551,3185,19,18,1720,9,305,26,26,30,23,1
1451,1995,CHI,9,315,523,3743,29,10,1930,15,360,45,45,31,23,1
1452,1994,CHI,9,308,502,3091,19,16,1588,10,307,24,24,29,21,0
1453,1993,CHI,7,230,388,2040,7,16,1677,10,230,22,21,36,27,0
1454,1992,CHI,5,266,479,3070,17,24,1871,15,361,34,34,26,19,0
1455,1991,CHI,11,286,497,3120,16,17,1949,18,269,34,32,29,19,0
1456,1990,CHI,11,229,430,2544,14,12,2436,22,280,37,36,37,26,0
